DATETIME;DOCUMENT;USERNAME;COMPUTER;PRINTER;COUNT
2019-04-30 15:31:15.670021;Торг 12 212 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:31:34.084469;Microsoft Word - Акт приема передачи 213 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:31:48.875378;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 15:31:53.967073;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:32:03.010300;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:32:12.896936;Во всю страницу;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:32:17.098368;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 15:32:21.455984;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:32:29.874464;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:32:39.027021;ТОрг 12 213 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:38:16.572395;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:39:39.827362;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:40:15.666525;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:42:06.003139;Microsoft Word - Акт приема передачи 201 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:42:48.485884;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:43:58.061337;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:44:50.059340;11;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:45:46.369678;Microsoft Word - Акт приема передачи 201 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:46:28.213366;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:47:49.775867;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:49:18.182116;1.jpeg.jpeg;chistyakova_oa;KRMPZX643;Office_mb5;1
2019-04-30 15:49:38.385241;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:50:48.244619;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:51:51.526680;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:53:01.308823;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:54:03.418993;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:05.154158;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:08.044821;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:10.779230;FastReport: Счет-фактура НОВАЯ (пак);martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:55:13.576139;FastReport: Счет (пак);martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:16.404303;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:19.201212;FastReport: Счет-фактура НОВАЯ (пак);martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:55:21.935623;FastReport: Счет (пак);martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:55:43.279646;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:56:50.296528;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;1
2019-04-30 15:57:31.828575;Microsoft Word - Акт приема передачи 214 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:57:47.219496;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 15:57:51.938335;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:58:00.876007;FastReport: Накладная СВОДНАЯ (посерийно) (пак) Новая;martynenko.av;ST186SB;Office_mb5;2
2019-04-30 15:58:03.813564;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:59:10.955479;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 15:59:20.283781;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:59:30.940237;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:59:41.846697;Торг 12 214 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:00:02.159586;Microsoft Word - Акт приема передачи 215 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:00:18.269270;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:00:23.738127;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:00:35.566479;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:00:47.332329;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:00:55.551237;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:01:05.348301;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:01:16.051630;Торг 12 215 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:01:34.614487;Microsoft Word - Акт приема передачи 216 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:01:50.380413;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:01:55.052378;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:02:05.411953;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:02:18.427828;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:02:28.193640;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:02:38.803219;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:02:49.162792;Торг 12 216 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:03:15.991432;Microsoft Word - Акт приема передачи 204 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:03:31.726110;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:03:37.241840;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:03:48.507683;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:04:02.523575;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:04:11.211243;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:04:21.070807;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:04:32.524151;Торг 12 204 аук..xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:05:15.384350;Microsoft Word - Акт приема передачи 217 аук 2 серии!;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:05:31.369032;Китруда 8302609002.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:05:41.994236;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:05:47.556843;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:05:59.463322;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:06:12.338570;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:06:20.385597;Счет .xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:06:31.057678;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:06:41.370375;Торг 12 217 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:07:06.277103;Microsoft Word - Акт приема передачи 218 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:07:28.808786;Китруда 8302609002.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 16:07:36.855818;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:07:46.684130;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 16:09:45.139528;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 16:09:46.405178;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
