DATETIME;DOCUMENT;USERNAME;COMPUTER;PRINTER;COUNT
2019-04-30 15:29:31.929657;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 15:29:38.054775;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:29:46.023678;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:29:53.898830;Торг 12 211 аук.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:30:10.242893;Microsoft Word - Акт приема передачи 212 аук;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:30:24.618170;Китруда 8302617001.pdf;malafeeva_mm;KRMPZX634;Office_mb2;4
2019-04-30 15:30:28.727623;Приложение.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:30:37.852798;Протокол.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:30:49.821072;РУ Китруда.pdf;malafeeva_mm;KRMPZX634;Office_mb2;2
2019-04-30 15:30:56.271595;Счет фактура.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
2019-04-30 15:31:06.798599;Счет.xls;malafeeva_mm;KRMPZX634;Office_mb2;1
